performance_id,employee_id,review_period,manager_rating,performance_score,productivity_score,training_hours,promotion_eligible,bonus_percentage
PERF0008826,EMP04413,2025-H2,5,3.19,76,40,Yes,15
PERF0008827,EMP04414,2025-H1,5,4.19,99,13,No,0
PERF0008828,EMP04414,2025-H2,4,3.6,81,57,Yes,10
PERF0008829,EMP04415,2025-H1,4,3.35,63,40,No,0
PERF0008830,EMP04415,2025-H2,2,3.66,83,40,Yes,12
PERF0008831,EMP04416,2025-H1,2,4.65,82,56,Yes,15
PERF0008832,EMP04416,2025-H2,5,4.71,86,38,Yes,10
PERF0008833,EMP04417,2025-H1,3,3.24,68,12,Yes,0
PERF0008834,EMP04417,2025-H2,4,3.58,70,54,No,12
PERF0008835,EMP04418,2025-H1,2,3.22,95,57,No,5
PERF0008836,EMP04418,2025-H2,2,3.71,88,50,Yes,12
PERF0008837,EMP04419,2025-H1,5,4.35,78,60,Yes,0
PERF0008838,EMP04419,2025-H2,3,3.62,73,18,Yes,8
PERF0008839,EMP04420,2025-H1,5,4.9,80,49,No,5
PERF0008840,EMP04420,2025-H2,5,4.43,91,22,No,12
PERF0008841,EMP04421,2025-H1,3,3.71,62,24,Yes,12
PERF0008842,EMP04421,2025-H2,4,4.12,62,15,No,0
PERF0008843,EMP04422,2025-H1,4,4.07,75,34,No,15
PERF0008844,EMP04422,2025-H2,5,2.78,81,17,Yes,15
PERF0008845,EMP04423,2025-H1,5,4.42,68,16,Yes,12
PERF0008846,EMP04423,2025-H2,3,3.38,79,43,Yes,0
PERF0008847,EMP04424,2025-H1,5,3.7,100,60,Yes,15
PERF0008848,EMP04424,2025-H2,4,2.52,95,18,Yes,5
PERF0008849,EMP04425,2025-H1,5,4.4,69,4,No,0
PERF0008850,EMP04425,2025-H2,2,4.87,89,12,Yes,8
PERF0008851,EMP04426,2025-H1,5,2.72,70,12,Yes,12
PERF0008852,EMP04426,2025-H2,3,3.4,96,30,No,12
PERF0008853,EMP04427,2025-H1,4,3.02,92,15,Yes,0
PERF0008854,EMP04427,2025-H2,5,4.72,74,48,Yes,8
PERF0008855,EMP04428,2025-H1,3,4.89,84,14,No,5
PERF0008856,EMP04428,2025-H2,3,3.38,80,15,Yes,10
PERF0008857,EMP04429,2025-H1,2,4.12,87,12,Yes,5
PERF0008858,EMP04429,2025-H2,5,3.62,73,19,No,10
PERF0008859,EMP04430,2025-H1,4,3.52,84,13,No,8
PERF0008860,EMP04430,2025-H2,4,3.83,79,44,Yes,12
PERF0008861,EMP04431,2025-H1,2,2.84,84,36,No,5
PERF0008862,EMP04431,2025-H2,4,4.18,75,38,Yes,0
PERF0008863,EMP04432,2025-H1,3,2.61,83,1,Yes,5
PERF0008864,EMP04432,2025-H2,2,4.37,96,45,No,8
PERF0008865,EMP04433,2025-H1,2,4.9,95,50,No,5
PERF0008866,EMP04433,2025-H2,2,4.43,62,21,Yes,8
PERF0008867,EMP04434,2025-H1,5,3.29,83,37,No,8
PERF0008868,EMP04434,2025-H2,2,3.74,96,8,No,15
PERF0008869,EMP04435,2025-H1,5,2.89,64,56,Yes,10
PERF0008870,EMP04435,2025-H2,5,2.97,68,26,No,15
PERF0008871,EMP04436,2025-H1,3,4.19,82,58,Yes,5
PERF0008872,EMP04436,2025-H2,3,2.66,60,35,Yes,10
PERF0008873,EMP04437,2025-H1,5,4.05,63,1,No,5
PERF0008874,EMP04437,2025-H2,4,2.98,61,42,No,10
PERF0008875,EMP04438,2025-H1,3,3.86,75,48,Yes,10
PERF0008876,EMP04438,2025-H2,5,3.33,76,30,No,12
PERF0008877,EMP04439,2025-H1,2,4.0,87,45,No,12
PERF0008878,EMP04439,2025-H2,5,3.38,65,13,No,15
PERF0008879,EMP04440,2025-H1,2,3.33,84,50,No,15
PERF0008880,EMP04440,2025-H2,4,3.98,63,24,No,8
PERF0008881,EMP04441,2025-H1,3,4.39,86,19,Yes,8
PERF0008882,EMP04441,2025-H2,3,4.75,85,57,Yes,15
PERF0008883,EMP04442,2025-H1,4,3.23,68,5,No,0
PERF0008884,EMP04442,2025-H2,5,4.41,94,12,Yes,5
PERF0008885,EMP04443,2025-H1,3,2.96,85,45,Yes,12
PERF0008886,EMP04443,2025-H2,3,2.82,81,29,No,12
PERF0008887,EMP04444,2025-H1,4,2.67,98,29,No,10
PERF0008888,EMP04444,2025-H2,2,3.71,99,24,Yes,15
PERF0008889,EMP04445,2025-H1,5,2.62,94,0,No,10
PERF0008890,EMP04445,2025-H2,3,4.43,76,3,Yes,12
PERF0008891,EMP04446,2025-H1,2,2.83,63,52,Yes,8
PERF0008892,EMP04446,2025-H2,2,4.21,65,33,No,5
PERF0008893,EMP04447,2025-H1,4,4.45,71,46,Yes,10
PERF0008894,EMP04447,2025-H2,2,2.62,97,27,No,10
PERF0008895,EMP04448,2025-H1,5,2.73,68,19,No,0
PERF0008896,EMP04448,2025-H2,2,2.74,77,18,Yes,5
PERF0008897,EMP04449,2025-H1,2,4.89,91,31,No,10
PERF0008898,EMP04449,2025-H2,5,4.88,91,50,No,10
PERF0008899,EMP04450,2025-H1,5,4.96,94,4,No,8
PERF0008900,EMP04450,2025-H2,3,4.67,64,25,Yes,8
PERF0008901,EMP04451,2025-H1,3,4.39,99,24,Yes,0
PERF0008902,EMP04451,2025-H2,2,3.96,100,33,Yes,0
PERF0008903,EMP04452,2025-H1,5,4.29,88,28,Yes,15
PERF0008904,EMP04452,2025-H2,2,3.35,99,6,No,8
PERF0008905,EMP04453,2025-H1,3,2.99,77,33,No,0
PERF0008906,EMP04453,2025-H2,5,3.72,90,43,No,10
PERF0008907,EMP04454,2025-H1,4,3.78,92,14,No,12
PERF0008908,EMP04454,2025-H2,2,4.19,73,53,Yes,10
PERF0008909,EMP04455,2025-H1,2,4.19,76,15,No,5
PERF0008910,EMP04455,2025-H2,5,3.51,68,21,Yes,0
PERF0008911,EMP04456,2025-H1,3,4.37,63,36,Yes,0
PERF0008912,EMP04456,2025-H2,2,3.5,100,20,Yes,12
PERF0008913,EMP04457,2025-H1,4,3.82,75,23,Yes,0
PERF0008914,EMP04457,2025-H2,2,3.35,95,18,No,5
PERF0008915,EMP04458,2025-H1,5,4.03,92,58,No,10
PERF0008916,EMP04458,2025-H2,4,3.68,63,19,No,12
PERF0008917,EMP04459,2025-H1,4,4.44,62,2,Yes,5
PERF0008918,EMP04459,2025-H2,3,3.73,82,45,Yes,12
PERF0008919,EMP04460,2025-H1,4,4.69,71,3,No,5
PERF0008920,EMP04460,2025-H2,5,4.22,77,37,No,10
PERF0008921,EMP04461,2025-H1,5,3.02,98,14,No,5
PERF0008922,EMP04461,2025-H2,5,4.82,84,13,Yes,15
PERF0008923,EMP04462,2025-H1,3,3.06,87,33,No,0
PERF0008924,EMP04462,2025-H2,2,4.54,76,39,No,10
PERF0008925,EMP04463,2025-H1,3,3.44,83,30,No,0
PERF0008926,EMP04463,2025-H2,4,2.82,88,40,Yes,15
PERF0008927,EMP04464,2025-H1,5,3.05,78,31,Yes,8
PERF0008928,EMP04464,2025-H2,2,4.58,65,45,No,8
PERF0008929,EMP04465,2025-H1,4,4.49,61,45,Yes,15
PERF0008930,EMP04465,2025-H2,2,2.86,97,22,Yes,10
PERF0008931,EMP04466,2025-H1,4,2.89,90,19,No,15
PERF0008932,EMP04466,2025-H2,2,4.9,83,19,Yes,15
PERF0008933,EMP04467,2025-H1,4,2.74,94,51,No,8
PERF0008934,EMP04467,2025-H2,4,4.99,75,6,Yes,10
PERF0008935,EMP04468,2025-H1,3,2.61,78,4,No,10
PERF0008936,EMP04468,2025-H2,3,3.53,97,29,Yes,10
PERF0008937,EMP04469,2025-H1,3,2.6,79,55,No,12
PERF0008938,EMP04469,2025-H2,3,3.48,74,19,No,5
PERF0008939,EMP04470,2025-H1,4,2.93,76,38,Yes,15
PERF0008940,EMP04470,2025-H2,3,4.49,89,35,No,0
PERF0008941,EMP04471,2025-H1,5,4.98,71,37,Yes,5
PERF0008942,EMP04471,2025-H2,4,4.11,98,41,No,5
PERF0008943,EMP04472,2025-H1,5,3.0,87,54,Yes,0
PERF0008944,EMP04472,2025-H2,2,2.59,91,22,Yes,5
PERF0008945,EMP04473,2025-H1,4,4.75,60,52,Yes,8
PERF0008946,EMP04473,2025-H2,3,4.57,63,17,No,12
PERF0008947,EMP04474,2025-H1,2,4.7,89,38,Yes,10
PERF0008948,EMP04474,2025-H2,4,4.28,63,17,No,5
PERF0008949,EMP04475,2025-H1,3,4.3,94,33,No,0
PERF0008950,EMP04475,2025-H2,5,4.74,79,36,Yes,8
PERF0008951,EMP04476,2025-H1,5,4.11,63,19,No,12
PERF0008952,EMP04476,2025-H2,4,3.88,98,16,Yes,0
PERF0008953,EMP04477,2025-H1,4,3.78,76,4,Yes,12
PERF0008954,EMP04477,2025-H2,3,2.8,60,15,Yes,10
PERF0008955,EMP04478,2025-H1,3,3.24,68,37,No,12
PERF0008956,EMP04478,2025-H2,2,3.34,89,34,Yes,12
PERF0008957,EMP04479,2025-H1,3,4.13,62,45,Yes,8
PERF0008958,EMP04479,2025-H2,2,3.8,81,10,No,8
PERF0008959,EMP04480,2025-H1,5,4.7,67,51,No,10
PERF0008960,EMP04480,2025-H2,4,4.57,85,24,Yes,10
PERF0008961,EMP04481,2025-H1,5,2.69,86,46,Yes,8
PERF0008962,EMP04481,2025-H2,2,3.65,61,16,Yes,10
PERF0008963,EMP04482,2025-H1,5,3.18,72,3,No,5
PERF0008964,EMP04482,2025-H2,4,4.03,80,11,No,5
PERF0008965,EMP04483,2025-H1,2,3.42,62,25,Yes,8
PERF0008966,EMP04483,2025-H2,4,2.88,93,50,No,0
PERF0008967,EMP04484,2025-H1,3,3.48,88,38,No,15
PERF0008968,EMP04484,2025-H2,4,3.11,93,11,No,8
PERF0008969,EMP04485,2025-H1,5,3.22,78,54,Yes,15
PERF0008970,EMP04485,2025-H2,2,3.06,100,21,No,15
PERF0008971,EMP04486,2025-H1,4,3.14,75,40,Yes,15
PERF0008972,EMP04486,2025-H2,3,3.35,84,21,No,0
PERF0008973,EMP04487,2025-H1,3,3.29,63,39,Yes,5
PERF0008974,EMP04487,2025-H2,4,2.64,70,34,No,5
PERF0008975,EMP04488,2025-H1,2,4.02,99,49,No,10
PERF0008976,EMP04488,2025-H2,3,4.32,78,48,Yes,5
PERF0008977,EMP04489,2025-H1,3,4.12,89,35,Yes,0
PERF0008978,EMP04489,2025-H2,2,4.11,90,27,No,12
PERF0008979,EMP04490,2025-H1,4,2.9,61,24,Yes,8
PERF0008980,EMP04490,2025-H2,5,4.43,87,59,No,0
PERF0008981,EMP04491,2025-H1,2,2.88,75,57,No,8
PERF0008982,EMP04491,2025-H2,4,4.45,73,4,Yes,0
PERF0008983,EMP04492,2025-H1,3,3.94,98,32,No,0
PERF0008984,EMP04492,2025-H2,3,3.96,80,24,Yes,15
PERF0008985,EMP04493,2025-H1,4,3.14,77,50,No,5
PERF0008986,EMP04493,2025-H2,2,4.68,78,39,Yes,10
PERF0008987,EMP04494,2025-H1,3,4.89,78,39,Yes,8
PERF0008988,EMP04494,2025-H2,2,4.98,67,9,Yes,15
PERF0008989,EMP04495,2025-H1,3,4.79,94,6,No,8
PERF0008990,EMP04495,2025-H2,5,3.62,82,0,No,10
PERF0008991,EMP04496,2025-H1,5,4.85,70,35,No,8
PERF0008992,EMP04496,2025-H2,2,2.72,96,45,Yes,5
PERF0008993,EMP04497,2025-H1,5,4.22,60,24,Yes,8
PERF0008994,EMP04497,2025-H2,5,4.5,92,10,Yes,5
PERF0008995,EMP04498,2025-H1,2,3.04,96,16,Yes,12
PERF0008996,EMP04498,2025-H2,5,4.11,73,45,No,12
PERF0008997,EMP04499,2025-H1,2,4.36,67,23,No,15
PERF0008998,EMP04499,2025-H2,5,4.1,68,38,Yes,0
PERF0008999,EMP04500,2025-H1,5,2.78,91,10,No,5
PERF0009000,EMP04500,2025-H2,3,4.48,88,16,No,15
PERF0009001,EMP04501,2025-H1,3,2.75,95,43,No,5
PERF0009002,EMP04501,2025-H2,4,3.45,80,22,No,15
PERF0009003,EMP04502,2025-H1,3,4.19,96,18,No,12
PERF0009004,EMP04502,2025-H2,4,2.62,82,41,No,8
PERF0009005,EMP04503,2025-H1,3,3.15,60,5,Yes,5
PERF0009006,EMP04503,2025-H2,4,2.91,83,42,No,5
PERF0009007,EMP04504,2025-H1,5,3.73,83,26,Yes,12
PERF0009008,EMP04504,2025-H2,5,3.37,76,34,Yes,8
PERF0009009,EMP04505,2025-H1,3,4.94,83,53,No,10
PERF0009010,EMP04505,2025-H2,5,4.13,93,48,No,8
PERF0009011,EMP04506,2025-H1,4,4.44,84,52,Yes,10
PERF0009012,EMP04506,2025-H2,5,4.31,60,60,Yes,12
PERF0009013,EMP04507,2025-H1,2,4.49,73,30,No,5
PERF0009014,EMP04507,2025-H2,2,4.78,90,18,No,15
PERF0009015,EMP04508,2025-H1,3,3.3,64,54,Yes,0
PERF0009016,EMP04508,2025-H2,2,3.01,86,15,Yes,10
PERF0009017,EMP04509,2025-H1,2,2.64,63,44,Yes,5
PERF0009018,EMP04509,2025-H2,4,3.89,89,9,No,0
PERF0009019,EMP04510,2025-H1,3,4.56,60,34,No,10
PERF0009020,EMP04510,2025-H2,2,4.38,75,16,No,15
PERF0009021,EMP04511,2025-H1,3,3.84,98,17,Yes,8
PERF0009022,EMP04511,2025-H2,4,2.73,76,46,No,10
PERF0009023,EMP04512,2025-H1,3,4.08,70,50,No,10
PERF0009024,EMP04512,2025-H2,3,4.61,94,3,Yes,5
PERF0009025,EMP04513,2025-H1,5,4.64,83,51,Yes,0
PERF0009026,EMP04513,2025-H2,5,2.97,70,59,Yes,5
PERF0009027,EMP04514,2025-H1,5,2.77,79,34,Yes,12
PERF0009028,EMP04514,2025-H2,3,3.18,83,34,No,12
PERF0009029,EMP04515,2025-H1,5,3.62,72,46,No,5
PERF0009030,EMP04515,2025-H2,5,3.98,87,49,No,10
PERF0009031,EMP04516,2025-H1,3,4.27,95,16,No,15
PERF0009032,EMP04516,2025-H2,4,2.53,68,12,No,8
PERF0009033,EMP04517,2025-H1,5,3.85,87,5,No,5
PERF0009034,EMP04517,2025-H2,5,4.3,61,1,No,0
PERF0009035,EMP04518,2025-H1,4,3.39,83,55,No,0
PERF0009036,EMP04518,2025-H2,2,4.47,98,35,Yes,5
PERF0009037,EMP04519,2025-H1,5,2.68,92,30,Yes,0
PERF0009038,EMP04519,2025-H2,4,3.0,66,53,No,12
PERF0009039,EMP04520,2025-H1,5,2.62,93,26,No,15
PERF0009040,EMP04520,2025-H2,4,3.95,76,9,No,12
PERF0009041,EMP04521,2025-H1,5,2.75,60,1,Yes,12
PERF0009042,EMP04521,2025-H2,5,2.97,91,45,Yes,10
PERF0009043,EMP04522,2025-H1,4,3.77,82,54,No,12
PERF0009044,EMP04522,2025-H2,2,2.56,86,21,No,5
PERF0009045,EMP04523,2025-H1,2,3.15,94,56,No,8
PERF0009046,EMP04523,2025-H2,3,3.23,85,44,No,0
PERF0009047,EMP04524,2025-H1,3,4.0,63,27,No,12
PERF0009048,EMP04524,2025-H2,5,4.2,76,40,No,12
PERF0009049,EMP04525,2025-H1,4,2.54,91,39,Yes,12
PERF0009050,EMP04525,2025-H2,5,3.59,96,24,Yes,12
PERF0009051,EMP04526,2025-H1,2,4.19,98,22,No,12
PERF0009052,EMP04526,2025-H2,3,4.96,62,34,Yes,0
PERF0009053,EMP04527,2025-H1,2,2.98,99,24,Yes,5
PERF0009054,EMP04527,2025-H2,2,4.81,76,42,No,10
PERF0009055,EMP04528,2025-H1,4,3.38,81,41,Yes,10
PERF0009056,EMP04528,2025-H2,5,3.55,61,1,No,12
PERF0009057,EMP04529,2025-H1,5,2.59,63,4,No,15
PERF0009058,EMP04529,2025-H2,4,3.78,87,10,Yes,0
PERF0009059,EMP04530,2025-H1,5,3.22,96,10,No,15
PERF0009060,EMP04530,2025-H2,4,3.97,87,34,No,10
PERF0009061,EMP04531,2025-H1,3,4.89,71,14,No,12
PERF0009062,EMP04531,2025-H2,4,4.77,69,3,No,5
PERF0009063,EMP04532,2025-H1,5,2.68,78,26,No,12
PERF0009064,EMP04532,2025-H2,3,4.09,95,18,Yes,12
PERF0009065,EMP04533,2025-H1,3,4.83,77,27,Yes,8
PERF0009066,EMP04533,2025-H2,5,2.52,65,1,No,5
PERF0009067,EMP04534,2025-H1,2,4.32,69,11,Yes,12
PERF0009068,EMP04534,2025-H2,2,2.7,75,54,No,5
PERF0009069,EMP04535,2025-H1,4,4.51,79,33,Yes,12
PERF0009070,EMP04535,2025-H2,4,4.96,100,48,No,12
PERF0009071,EMP04536,2025-H1,2,4.81,84,22,No,0
PERF0009072,EMP04536,2025-H2,2,4.98,71,43,No,15
PERF0009073,EMP04537,2025-H1,2,4.16,92,59,No,0
PERF0009074,EMP04537,2025-H2,3,3.23,66,23,Yes,8
PERF0009075,EMP04538,2025-H1,3,3.02,78,31,Yes,10
PERF0009076,EMP04538,2025-H2,3,4.88,100,36,Yes,15
PERF0009077,EMP04539,2025-H1,2,3.63,72,35,Yes,10
PERF0009078,EMP04539,2025-H2,4,4.16,96,11,Yes,12
PERF0009079,EMP04540,2025-H1,3,2.62,84,46,No,12
PERF0009080,EMP04540,2025-H2,4,3.58,87,20,Yes,5
PERF0009081,EMP04541,2025-H1,5,4.63,87,10,No,8
PERF0009082,EMP04541,2025-H2,5,4.6,67,60,No,5
PERF0009083,EMP04542,2025-H1,4,3.03,90,45,No,8
PERF0009084,EMP04542,2025-H2,2,4.1,100,1,Yes,15
PERF0009085,EMP04543,2025-H1,5,3.55,75,60,No,15
PERF0009086,EMP04543,2025-H2,2,3.99,67,45,Yes,10
PERF0009087,EMP04544,2025-H1,5,2.98,60,40,No,5
PERF0009088,EMP04544,2025-H2,5,3.55,70,35,No,0
PERF0009089,EMP04545,2025-H1,3,2.89,60,20,Yes,15
PERF0009090,EMP04545,2025-H2,4,4.04,60,13,Yes,8
PERF0009091,EMP04546,2025-H1,2,3.74,96,31,No,8
PERF0009092,EMP04546,2025-H2,4,4.31,88,10,No,12
PERF0009093,EMP04547,2025-H1,3,4.42,82,49,No,15
PERF0009094,EMP04547,2025-H2,3,4.38,67,51,Yes,0
PERF0009095,EMP04548,2025-H1,2,4.58,67,35,Yes,5
PERF0009096,EMP04548,2025-H2,2,3.77,94,41,Yes,15
PERF0009097,EMP04549,2025-H1,4,3.45,84,29,Yes,5
PERF0009098,EMP04549,2025-H2,2,2.57,88,2,Yes,8
PERF0009099,EMP04550,2025-H1,5,3.95,86,58,No,10
PERF0009100,EMP04550,2025-H2,3,3.95,72,46,No,12
PERF0009101,EMP04551,2025-H1,4,3.12,78,34,No,0
PERF0009102,EMP04551,2025-H2,4,4.04,87,16,Yes,8
PERF0009103,EMP04552,2025-H1,4,2.97,73,45,Yes,5
PERF0009104,EMP04552,2025-H2,3,4.44,77,20,Yes,8
PERF0009105,EMP04553,2025-H1,2,2.62,66,52,Yes,15
PERF0009106,EMP04553,2025-H2,4,5.0,97,0,No,15
PERF0009107,EMP04554,2025-H1,5,3.8,97,6,Yes,8
PERF0009108,EMP04554,2025-H2,2,2.88,94,15,No,5
PERF0009109,EMP04555,2025-H1,5,3.22,90,13,No,12
PERF0009110,EMP04555,2025-H2,2,3.85,75,17,No,15
PERF0009111,EMP04556,2025-H1,5,4.72,75,52,No,8
PERF0009112,EMP04556,2025-H2,3,4.03,89,17,Yes,5
PERF0009113,EMP04557,2025-H1,5,3.26,99,40,Yes,8
PERF0009114,EMP04557,2025-H2,2,3.39,97,18,No,10
PERF0009115,EMP04558,2025-H1,2,4.38,84,23,No,8
PERF0009116,EMP04558,2025-H2,2,2.51,81,37,Yes,8
PERF0009117,EMP04559,2025-H1,5,2.83,60,12,No,0
PERF0009118,EMP04559,2025-H2,4,4.83,81,3,No,15
PERF0009119,EMP04560,2025-H1,4,4.53,65,5,No,10
PERF0009120,EMP04560,2025-H2,4,4.79,65,34,No,0
PERF0009121,EMP04561,2025-H1,5,4.32,79,51,No,12
PERF0009122,EMP04561,2025-H2,5,2.63,95,1,Yes,0
PERF0009123,EMP04562,2025-H1,4,4.77,87,54,No,12
PERF0009124,EMP04562,2025-H2,2,3.67,66,23,Yes,12
PERF0009125,EMP04563,2025-H1,4,4.28,94,9,No,10
PERF0009126,EMP04563,2025-H2,4,3.57,87,34,No,8
PERF0009127,EMP04564,2025-H1,4,4.69,78,19,No,0
PERF0009128,EMP04564,2025-H2,4,2.79,86,4,Yes,15
PERF0009129,EMP04565,2025-H1,3,3.26,63,46,No,8
PERF0009130,EMP04565,2025-H2,4,4.37,64,36,No,10
PERF0009131,EMP04566,2025-H1,4,4.68,95,3,Yes,5
PERF0009132,EMP04566,2025-H2,3,2.6,61,53,No,15
PERF0009133,EMP04567,2025-H1,4,4.3,90,41,Yes,10
PERF0009134,EMP04567,2025-H2,3,2.94,60,51,No,12
PERF0009135,EMP04568,2025-H1,2,4.74,81,44,No,12
PERF0009136,EMP04568,2025-H2,2,3.61,88,10,Yes,15
PERF0009137,EMP04569,2025-H1,2,4.4,89,42,No,12
PERF0009138,EMP04569,2025-H2,3,4.56,62,49,Yes,0
PERF0009139,EMP04570,2025-H1,2,4.92,83,44,No,0
PERF0009140,EMP04570,2025-H2,4,3.99,83,55,No,8
PERF0009141,EMP04571,2025-H1,3,3.31,88,56,No,15
PERF0009142,EMP04571,2025-H2,5,4.63,62,26,No,5
PERF0009143,EMP04572,2025-H1,5,4.64,80,28,No,8
PERF0009144,EMP04572,2025-H2,4,3.4,77,11,Yes,10
PERF0009145,EMP04573,2025-H1,4,3.19,67,3,No,0
PERF0009146,EMP04573,2025-H2,5,3.45,99,21,No,10
PERF0009147,EMP04574,2025-H1,2,2.89,73,25,Yes,8
PERF0009148,EMP04574,2025-H2,4,3.12,78,28,No,15
PERF0009149,EMP04575,2025-H1,3,2.53,80,16,Yes,8
PERF0009150,EMP04575,2025-H2,4,3.48,67,24,No,10
PERF0009151,EMP04576,2025-H1,4,4.16,83,37,No,10
PERF0009152,EMP04576,2025-H2,3,4.79,63,24,Yes,15
PERF0009153,EMP04577,2025-H1,5,4.33,92,20,No,8
PERF0009154,EMP04577,2025-H2,3,3.55,89,14,Yes,0
PERF0009155,EMP04578,2025-H1,2,2.67,81,2,No,5
PERF0009156,EMP04578,2025-H2,4,3.6,70,26,No,10
PERF0009157,EMP04579,2025-H1,5,2.52,96,0,Yes,12
PERF0009158,EMP04579,2025-H2,5,4.48,63,36,No,10
PERF0009159,EMP04580,2025-H1,2,2.59,64,33,No,15
PERF0009160,EMP04580,2025-H2,4,3.86,90,12,Yes,8
PERF0009161,EMP04581,2025-H1,2,4.25,80,60,Yes,5
PERF0009162,EMP04581,2025-H2,2,3.32,63,23,Yes,8
PERF0009163,EMP04582,2025-H1,2,2.91,82,17,No,10
PERF0009164,EMP04582,2025-H2,5,3.96,92,23,Yes,15
PERF0009165,EMP04583,2025-H1,5,3.77,93,1,No,8
PERF0009166,EMP04583,2025-H2,4,4.35,81,51,No,8
PERF0009167,EMP04584,2025-H1,2,4.47,74,19,Yes,0
PERF0009168,EMP04584,2025-H2,2,3.53,76,55,Yes,8
PERF0009169,EMP04585,2025-H1,2,2.56,70,37,Yes,0
PERF0009170,EMP04585,2025-H2,2,3.81,71,38,Yes,10
PERF0009171,EMP04586,2025-H1,2,4.75,99,24,No,0
PERF0009172,EMP04586,2025-H2,5,4.81,83,53,No,12
PERF0009173,EMP04587,2025-H1,5,2.69,99,17,No,10
PERF0009174,EMP04587,2025-H2,5,4.72,95,8,No,0
PERF0009175,EMP04588,2025-H1,3,3.28,85,54,No,15
PERF0009176,EMP04588,2025-H2,2,2.93,97,22,No,12
PERF0009177,EMP04589,2025-H1,3,2.52,69,5,Yes,15
PERF0009178,EMP04589,2025-H2,5,3.85,77,42,No,15
PERF0009179,EMP04590,2025-H1,3,4.41,94,35,No,8
PERF0009180,EMP04590,2025-H2,4,4.05,67,13,No,5
PERF0009181,EMP04591,2025-H1,3,3.62,73,47,No,15
PERF0009182,EMP04591,2025-H2,3,3.25,96,41,No,5
PERF0009183,EMP04592,2025-H1,5,2.93,76,17,Yes,10
PERF0009184,EMP04592,2025-H2,4,2.98,72,58,Yes,8
PERF0009185,EMP04593,2025-H1,4,3.28,63,28,Yes,5
PERF0009186,EMP04593,2025-H2,2,3.17,66,59,Yes,0
PERF0009187,EMP04594,2025-H1,2,4.98,100,52,Yes,15
PERF0009188,EMP04594,2025-H2,4,4.91,92,35,No,12
PERF0009189,EMP04595,2025-H1,3,3.51,73,8,No,0
PERF0009190,EMP04595,2025-H2,4,2.57,80,40,No,10
PERF0009191,EMP04596,2025-H1,3,3.84,98,7,No,15
PERF0009192,EMP04596,2025-H2,4,4.02,100,2,No,8
PERF0009193,EMP04597,2025-H1,4,3.84,87,60,Yes,12
PERF0009194,EMP04597,2025-H2,4,3.18,80,1,Yes,12
PERF0009195,EMP04598,2025-H1,5,3.72,93,38,Yes,15
PERF0009196,EMP04598,2025-H2,3,4.0,72,14,Yes,8
PERF0009197,EMP04599,2025-H1,3,3.2,88,5,Yes,15
PERF0009198,EMP04599,2025-H2,4,2.98,62,48,Yes,8
PERF0009199,EMP04600,2025-H1,5,2.78,100,24,No,0
PERF0009200,EMP04600,2025-H2,4,3.55,98,0,No,8
PERF0009201,EMP04601,2025-H1,3,3.67,90,32,Yes,0
PERF0009202,EMP04601,2025-H2,5,3.27,95,37,Yes,10
PERF0009203,EMP04602,2025-H1,3,3.65,76,6,No,15
PERF0009204,EMP04602,2025-H2,3,3.59,61,55,No,15
PERF0009205,EMP04603,2025-H1,3,4.45,83,13,Yes,8
PERF0009206,EMP04603,2025-H2,3,3.34,84,45,Yes,15
PERF0009207,EMP04604,2025-H1,3,4.78,70,32,Yes,12
PERF0009208,EMP04604,2025-H2,4,3.32,75,8,No,8
PERF0009209,EMP04605,2025-H1,5,4.2,67,12,Yes,12
PERF0009210,EMP04605,2025-H2,4,2.97,78,50,Yes,15
PERF0009211,EMP04606,2025-H1,5,3.76,84,47,Yes,5
PERF0009212,EMP04606,2025-H2,3,3.86,70,23,No,5
PERF0009213,EMP04607,2025-H1,2,3.55,65,17,No,0
PERF0009214,EMP04607,2025-H2,3,3.59,95,17,Yes,12
PERF0009215,EMP04608,2025-H1,5,4.82,87,35,No,5
PERF0009216,EMP04608,2025-H2,2,3.42,95,41,Yes,12
PERF0009217,EMP04609,2025-H1,3,3.5,67,35,Yes,5
PERF0009218,EMP04609,2025-H2,5,4.53,64,20,Yes,12
PERF0009219,EMP04610,2025-H1,2,4.42,77,5,No,10
PERF0009220,EMP04610,2025-H2,4,3.65,81,59,No,15
PERF0009221,EMP04611,2025-H1,4,2.78,79,6,Yes,10
PERF0009222,EMP04611,2025-H2,5,2.75,76,10,Yes,10
PERF0009223,EMP04612,2025-H1,2,4.67,84,6,Yes,0
PERF0009224,EMP04612,2025-H2,4,4.3,95,42,No,8
PERF0009225,EMP04613,2025-H1,5,4.2,99,44,No,8
PERF0009226,EMP04613,2025-H2,2,2.72,82,56,Yes,8
PERF0009227,EMP04614,2025-H1,4,4.31,62,3,No,15
PERF0009228,EMP04614,2025-H2,4,4.48,69,35,No,15
PERF0009229,EMP04615,2025-H1,3,2.73,100,32,Yes,5
PERF0009230,EMP04615,2025-H2,4,3.34,67,14,Yes,0
PERF0009231,EMP04616,2025-H1,5,3.17,70,59,Yes,12
PERF0009232,EMP04616,2025-H2,2,3.44,76,16,No,5
PERF0009233,EMP04617,2025-H1,3,4.75,71,15,Yes,12
PERF0009234,EMP04617,2025-H2,5,3.84,96,6,No,12
PERF0009235,EMP04618,2025-H1,2,3.22,84,10,No,5
PERF0009236,EMP04618,2025-H2,4,2.96,92,11,No,15
