attrition_id,employee_id,department,tenure_years,performance_status,attrition_risk,risk_score,exit_status
ATTR0003702,EMP03702,Operations,8,Excellent,Low,24,Active
ATTR0003703,EMP03703,Marketing,0,Poor,Low,22,Active
ATTR0003704,EMP03704,Sales,3,Good,Low,24,Active
ATTR0003705,EMP03705,Sales,2,Average,High,87,Resigned
ATTR0003706,EMP03706,IT,1,Good,Medium,72,Active
ATTR0003707,EMP03707,Sales,0,Good,Medium,58,Active
ATTR0003708,EMP03708,HR,6,Good,Medium,64,Active
ATTR0003709,EMP03709,IT,7,Average,Medium,70,Active
ATTR0003710,EMP03710,IT,3,Excellent,Medium,60,Active
ATTR0003711,EMP03711,HR,6,Excellent,Low,43,Active
ATTR0003712,EMP03712,Finance,5,Good,Low,32,Active
ATTR0003713,EMP03713,HR,4,Good,High,78,Active
ATTR0003714,EMP03714,Finance,4,Excellent,Medium,54,Active
ATTR0003715,EMP03715,Sales,9,Average,High,83,Active
ATTR0003716,EMP03716,Finance,3,Excellent,Low,35,Active
ATTR0003717,EMP03717,Marketing,8,Good,High,75,Active
ATTR0003718,EMP03718,HR,9,Average,High,92,Active
ATTR0003719,EMP03719,IT,8,Poor,Medium,55,Active
ATTR0003720,EMP03720,Sales,2,Good,Medium,74,Active
ATTR0003721,EMP03721,IT,11,Excellent,Low,25,Active
ATTR0003722,EMP03722,HR,5,Excellent,Low,43,Active
ATTR0003723,EMP03723,Finance,2,Average,Low,24,Active
ATTR0003724,EMP03724,HR,9,Good,High,87,Resigned
ATTR0003725,EMP03725,Finance,6,Good,Low,47,Active
ATTR0003726,EMP03726,HR,4,Good,Medium,57,Active
ATTR0003727,EMP03727,HR,0,Average,High,81,Active
ATTR0003728,EMP03728,Sales,8,Good,High,92,Resigned
ATTR0003729,EMP03729,Finance,10,Good,High,83,Resigned
ATTR0003730,EMP03730,HR,6,Poor,Medium,52,Active
ATTR0003731,EMP03731,Marketing,0,Average,High,82,Active
ATTR0003732,EMP03732,HR,11,Average,High,92,Active
ATTR0003733,EMP03733,Finance,9,Poor,Low,31,Active
ATTR0003734,EMP03734,Marketing,11,Poor,Medium,54,Active
ATTR0003735,EMP03735,Finance,11,Good,Low,28,Active
ATTR0003736,EMP03736,IT,4,Poor,High,77,Active
ATTR0003737,EMP03737,Finance,7,Good,Medium,62,Active
ATTR0003738,EMP03738,Finance,8,Good,Low,24,Resigned
ATTR0003739,EMP03739,IT,6,Poor,Low,34,Active
ATTR0003740,EMP03740,Finance,3,Poor,Medium,55,Resigned
ATTR0003741,EMP03741,HR,7,Poor,Low,37,Active
ATTR0003742,EMP03742,Marketing,4,Average,High,96,Active
ATTR0003743,EMP03743,Marketing,7,Poor,High,84,Resigned
ATTR0003744,EMP03744,Finance,4,Average,High,100,Resigned
ATTR0003745,EMP03745,Sales,6,Excellent,Low,20,Active
ATTR0003746,EMP03746,Marketing,8,Good,High,91,Active
ATTR0003747,EMP03747,Finance,0,Poor,Low,32,Active
ATTR0003748,EMP03748,IT,2,Poor,High,96,Active
ATTR0003749,EMP03749,Marketing,0,Average,High,75,Resigned
ATTR0003750,EMP03750,Sales,10,Poor,Low,47,Active
ATTR0003751,EMP03751,Marketing,8,Poor,Medium,61,Active
ATTR0003752,EMP03752,Sales,10,Excellent,Low,49,Active
ATTR0003753,EMP03753,HR,6,Good,High,98,Active
ATTR0003754,EMP03754,Sales,2,Poor,Medium,55,Active
ATTR0003755,EMP03755,Operations,4,Poor,Low,30,Active
ATTR0003756,EMP03756,Operations,5,Poor,Low,31,Active
ATTR0003757,EMP03757,Sales,8,Poor,High,87,Active
ATTR0003758,EMP03758,Marketing,1,Poor,Low,34,Active
ATTR0003759,EMP03759,HR,1,Average,Medium,56,Active
ATTR0003760,EMP03760,Operations,1,Poor,Medium,50,Active
ATTR0003761,EMP03761,HR,6,Good,Medium,67,Active
ATTR0003762,EMP03762,Finance,10,Good,Medium,59,Resigned
ATTR0003763,EMP03763,Sales,7,Poor,Medium,57,Resigned
ATTR0003764,EMP03764,Sales,5,Good,High,97,Active
ATTR0003765,EMP03765,IT,5,Poor,Medium,56,Active
ATTR0003766,EMP03766,Operations,4,Poor,Medium,59,Active
ATTR0003767,EMP03767,Marketing,6,Good,Low,47,Resigned
ATTR0003768,EMP03768,HR,6,Poor,Low,31,Active
ATTR0003769,EMP03769,Sales,3,Average,Low,31,Resigned
ATTR0003770,EMP03770,HR,10,Average,Low,44,Active
ATTR0003771,EMP03771,Sales,5,Excellent,Low,42,Active
ATTR0003772,EMP03772,HR,2,Poor,Low,31,Active
ATTR0003773,EMP03773,Marketing,5,Good,Low,20,Active
ATTR0003774,EMP03774,Operations,1,Good,Low,49,Active
ATTR0003775,EMP03775,Operations,6,Good,Low,35,Active
ATTR0003776,EMP03776,Finance,8,Poor,Medium,56,Active
ATTR0003777,EMP03777,Finance,9,Good,Medium,62,Active
ATTR0003778,EMP03778,IT,3,Poor,Low,40,Active
ATTR0003779,EMP03779,Sales,9,Good,Low,46,Active
ATTR0003780,EMP03780,Sales,5,Good,Medium,71,Active
ATTR0003781,EMP03781,Finance,4,Excellent,Low,23,Active
ATTR0003782,EMP03782,Finance,6,Excellent,Low,48,Resigned
ATTR0003783,EMP03783,IT,3,Average,High,86,Active
ATTR0003784,EMP03784,IT,2,Good,High,82,Active
ATTR0003785,EMP03785,Operations,2,Good,Medium,69,Active
ATTR0003786,EMP03786,Operations,9,Excellent,Low,45,Active
ATTR0003787,EMP03787,Finance,9,Excellent,Medium,56,Active
ATTR0003788,EMP03788,Sales,7,Poor,High,99,Active
ATTR0003789,EMP03789,Finance,10,Good,Low,38,Active
ATTR0003790,EMP03790,Sales,3,Poor,High,81,Resigned
ATTR0003791,EMP03791,IT,9,Average,High,98,Resigned
ATTR0003792,EMP03792,Sales,7,Good,Medium,55,Active
ATTR0003793,EMP03793,IT,3,Poor,Low,21,Active
ATTR0003794,EMP03794,Finance,4,Poor,Low,37,Active
ATTR0003795,EMP03795,Sales,6,Good,High,82,Active
ATTR0003796,EMP03796,Operations,5,Excellent,Medium,52,Active
ATTR0003797,EMP03797,Sales,4,Good,Medium,68,Active
ATTR0003798,EMP03798,HR,6,Average,Medium,53,Active
ATTR0003799,EMP03799,Finance,8,Good,High,79,Active
ATTR0003800,EMP03800,Sales,5,Excellent,High,88,Active
ATTR0003801,EMP03801,IT,8,Good,High,94,Active
ATTR0003802,EMP03802,Sales,8,Poor,High,76,Active
ATTR0003803,EMP03803,Finance,6,Excellent,Low,43,Active
ATTR0003804,EMP03804,Sales,4,Average,High,90,Active
ATTR0003805,EMP03805,Operations,6,Excellent,Medium,59,Active
ATTR0003806,EMP03806,HR,11,Poor,Low,24,Active
ATTR0003807,EMP03807,Finance,2,Excellent,Medium,72,Resigned
ATTR0003808,EMP03808,Marketing,8,Good,Low,46,Active
ATTR0003809,EMP03809,Operations,10,Good,Low,48,Active
ATTR0003810,EMP03810,Finance,11,Good,Low,45,Active
ATTR0003811,EMP03811,HR,4,Poor,Medium,55,Resigned
ATTR0003812,EMP03812,Operations,5,Poor,Low,39,Active
ATTR0003813,EMP03813,HR,8,Poor,High,84,Active
ATTR0003814,EMP03814,Sales,7,Excellent,Medium,72,Active
ATTR0003815,EMP03815,HR,11,Poor,High,81,Active
ATTR0003816,EMP03816,Operations,8,Poor,Medium,55,Active
ATTR0003817,EMP03817,Sales,0,Average,Low,22,Resigned
ATTR0003818,EMP03818,HR,7,Poor,Medium,54,Active
ATTR0003819,EMP03819,HR,3,Excellent,Medium,70,Active
ATTR0003820,EMP03820,Operations,1,Poor,Low,49,Active
ATTR0003821,EMP03821,Sales,8,Excellent,High,86,Active
ATTR0003822,EMP03822,Sales,4,Poor,Medium,64,Active
ATTR0003823,EMP03823,Marketing,9,Average,High,78,Active
ATTR0003824,EMP03824,Operations,1,Good,High,98,Active
ATTR0003825,EMP03825,Marketing,9,Poor,Medium,73,Active
ATTR0003826,EMP03826,Operations,7,Excellent,High,87,Active
ATTR0003827,EMP03827,Sales,1,Average,High,95,Active
ATTR0003828,EMP03828,Marketing,0,Poor,Medium,50,Active
ATTR0003829,EMP03829,Operations,9,Good,High,100,Active
ATTR0003830,EMP03830,Operations,3,Good,High,98,Active
ATTR0003831,EMP03831,IT,6,Average,Low,37,Active
ATTR0003832,EMP03832,IT,10,Excellent,Low,42,Resigned
ATTR0003833,EMP03833,Operations,11,Good,High,76,Active
ATTR0003834,EMP03834,Finance,1,Excellent,Low,47,Active
ATTR0003835,EMP03835,Sales,9,Poor,Low,23,Resigned
ATTR0003836,EMP03836,Sales,2,Average,High,97,Active
ATTR0003837,EMP03837,HR,7,Excellent,Low,37,Active
ATTR0003838,EMP03838,Marketing,1,Poor,Low,29,Active
ATTR0003839,EMP03839,Operations,3,Average,High,83,Active
ATTR0003840,EMP03840,HR,9,Poor,High,88,Active
ATTR0003841,EMP03841,Sales,6,Excellent,Medium,64,Active
ATTR0003842,EMP03842,HR,6,Good,Low,33,Active
ATTR0003843,EMP03843,Finance,3,Good,Medium,56,Active
ATTR0003844,EMP03844,HR,11,Average,Medium,67,Resigned
ATTR0003845,EMP03845,IT,0,Excellent,High,91,Active
ATTR0003846,EMP03846,Marketing,11,Average,High,93,Active
ATTR0003847,EMP03847,Sales,2,Excellent,Low,39,Active
ATTR0003848,EMP03848,Marketing,3,Poor,Medium,51,Active
ATTR0003849,EMP03849,HR,4,Poor,Low,42,Resigned
ATTR0003850,EMP03850,Marketing,11,Good,High,94,Active
ATTR0003851,EMP03851,Finance,11,Excellent,Low,42,Active
ATTR0003852,EMP03852,Sales,3,Poor,Medium,51,Resigned
ATTR0003853,EMP03853,Finance,10,Excellent,Low,49,Active
ATTR0003854,EMP03854,Sales,5,Average,Low,30,Resigned
ATTR0003855,EMP03855,Finance,2,Good,Low,29,Active
ATTR0003856,EMP03856,Sales,1,Good,Low,42,Active
ATTR0003857,EMP03857,Operations,9,Excellent,High,80,Resigned
ATTR0003858,EMP03858,IT,4,Poor,High,98,Active
ATTR0003859,EMP03859,Sales,1,Excellent,High,77,Active
ATTR0003860,EMP03860,HR,7,Excellent,Medium,64,Active
ATTR0003861,EMP03861,Operations,10,Poor,Medium,72,Resigned
ATTR0003862,EMP03862,HR,5,Excellent,Low,36,Active
ATTR0003863,EMP03863,HR,6,Good,Medium,66,Active
ATTR0003864,EMP03864,HR,8,Poor,Low,36,Active
ATTR0003865,EMP03865,Marketing,8,Excellent,High,76,Active
ATTR0003866,EMP03866,Marketing,3,Excellent,Medium,74,Active
ATTR0003867,EMP03867,HR,10,Good,High,89,Active
ATTR0003868,EMP03868,Marketing,10,Average,Medium,67,Active
ATTR0003869,EMP03869,Finance,2,Poor,Low,24,Active
ATTR0003870,EMP03870,HR,4,Average,Low,38,Active
ATTR0003871,EMP03871,Sales,1,Good,High,91,Active
ATTR0003872,EMP03872,Operations,5,Good,High,98,Active
ATTR0003873,EMP03873,Operations,9,Poor,Low,26,Resigned
ATTR0003874,EMP03874,Sales,10,Average,Low,22,Active
ATTR0003875,EMP03875,Sales,4,Good,High,95,Resigned
ATTR0003876,EMP03876,Finance,8,Good,Medium,67,Resigned
ATTR0003877,EMP03877,Finance,10,Excellent,High,88,Active
ATTR0003878,EMP03878,Finance,1,Excellent,Low,47,Active
ATTR0003879,EMP03879,Finance,7,Good,Low,22,Active
ATTR0003880,EMP03880,Finance,6,Excellent,Medium,71,Active
ATTR0003881,EMP03881,HR,6,Average,Low,27,Resigned
ATTR0003882,EMP03882,HR,3,Poor,Low,44,Active
ATTR0003883,EMP03883,HR,1,Average,Medium,50,Active
ATTR0003884,EMP03884,Operations,0,Excellent,Low,30,Active
ATTR0003885,EMP03885,HR,3,Excellent,High,98,Active
ATTR0003886,EMP03886,HR,5,Poor,Low,23,Active
ATTR0003887,EMP03887,HR,4,Good,Low,32,Active
ATTR0003888,EMP03888,Marketing,5,Excellent,Low,48,Active
ATTR0003889,EMP03889,HR,4,Average,High,89,Active
ATTR0003890,EMP03890,HR,4,Excellent,Medium,59,Resigned
ATTR0003891,EMP03891,Marketing,10,Poor,Low,32,Active
ATTR0003892,EMP03892,IT,2,Poor,Medium,71,Active
ATTR0003893,EMP03893,Marketing,10,Poor,High,80,Resigned
ATTR0003894,EMP03894,Operations,7,Poor,High,92,Active
ATTR0003895,EMP03895,Marketing,2,Poor,Medium,62,Resigned
ATTR0003896,EMP03896,Finance,9,Poor,Low,44,Active
ATTR0003897,EMP03897,Operations,1,Average,Low,44,Active
ATTR0003898,EMP03898,Marketing,8,Average,Low,33,Active
ATTR0003899,EMP03899,Operations,10,Average,High,81,Active
ATTR0003900,EMP03900,Finance,11,Good,High,98,Resigned
ATTR0003901,EMP03901,Sales,9,Poor,Medium,53,Active
ATTR0003902,EMP03902,Marketing,6,Good,Low,33,Resigned
ATTR0003903,EMP03903,Operations,9,Poor,Medium,57,Active
ATTR0003904,EMP03904,Operations,7,Excellent,Low,40,Active
ATTR0003905,EMP03905,IT,6,Poor,High,90,Active
ATTR0003906,EMP03906,Sales,11,Average,Low,28,Active
ATTR0003907,EMP03907,Finance,1,Good,Medium,73,Active
ATTR0003908,EMP03908,Finance,9,Excellent,Low,41,Resigned
ATTR0003909,EMP03909,Sales,3,Average,Low,32,Active
ATTR0003910,EMP03910,Sales,3,Poor,High,96,Active
ATTR0003911,EMP03911,Sales,5,Excellent,Low,27,Resigned
ATTR0003912,EMP03912,IT,4,Poor,Low,41,Active
ATTR0003913,EMP03913,Operations,5,Excellent,Low,37,Active
ATTR0003914,EMP03914,HR,10,Good,Low,24,Active
ATTR0003915,EMP03915,IT,1,Poor,High,95,Resigned
ATTR0003916,EMP03916,Operations,5,Average,High,78,Active
ATTR0003917,EMP03917,Finance,9,Good,Low,46,Active
ATTR0003918,EMP03918,HR,7,Excellent,High,99,Active
ATTR0003919,EMP03919,Sales,10,Poor,Low,24,Active
ATTR0003920,EMP03920,Sales,0,Good,Medium,74,Active
ATTR0003921,EMP03921,Operations,4,Good,Low,34,Active
ATTR0003922,EMP03922,HR,2,Excellent,Medium,73,Resigned
ATTR0003923,EMP03923,Operations,10,Average,Low,22,Active
ATTR0003924,EMP03924,HR,1,Average,Low,24,Active
ATTR0003925,EMP03925,Finance,1,Average,Medium,67,Active
ATTR0003926,EMP03926,Operations,7,Average,Low,36,Active
ATTR0003927,EMP03927,Finance,7,Excellent,Medium,52,Resigned
ATTR0003928,EMP03928,Sales,5,Poor,Medium,74,Resigned
ATTR0003929,EMP03929,Operations,4,Poor,Medium,51,Active
ATTR0003930,EMP03930,Sales,10,Good,Medium,64,Active
ATTR0003931,EMP03931,Sales,1,Average,High,80,Active
ATTR0003932,EMP03932,IT,8,Good,Low,37,Active
ATTR0003933,EMP03933,HR,2,Excellent,Low,45,Resigned
ATTR0003934,EMP03934,IT,7,Good,Medium,72,Active
ATTR0003935,EMP03935,Finance,8,Poor,High,90,Active
ATTR0003936,EMP03936,Operations,10,Average,Medium,54,Active
ATTR0003937,EMP03937,Operations,10,Excellent,High,91,Active
ATTR0003938,EMP03938,Sales,4,Excellent,Medium,54,Active
ATTR0003939,EMP03939,Finance,5,Good,High,91,Active
ATTR0003940,EMP03940,HR,1,Excellent,High,84,Active
ATTR0003941,EMP03941,Sales,10,Excellent,High,96,Active
ATTR0003942,EMP03942,Operations,5,Poor,Medium,62,Active
ATTR0003943,EMP03943,HR,9,Good,Low,34,Active
ATTR0003944,EMP03944,IT,4,Average,Medium,73,Active
ATTR0003945,EMP03945,HR,7,Good,Low,31,Active
ATTR0003946,EMP03946,Finance,4,Average,High,79,Active
ATTR0003947,EMP03947,Marketing,7,Poor,High,96,Active
ATTR0003948,EMP03948,IT,8,Poor,Medium,66,Active
ATTR0003949,EMP03949,Sales,2,Excellent,Medium,50,Active
ATTR0003950,EMP03950,Sales,5,Average,Medium,67,Active
ATTR0003951,EMP03951,HR,5,Poor,Low,21,Active
ATTR0003952,EMP03952,Finance,9,Excellent,Low,39,Active
ATTR0003953,EMP03953,IT,8,Excellent,Medium,62,Resigned
ATTR0003954,EMP03954,Finance,7,Average,Medium,54,Active
ATTR0003955,EMP03955,Finance,6,Good,Medium,64,Resigned
ATTR0003956,EMP03956,Finance,10,Poor,Low,24,Active
ATTR0003957,EMP03957,Operations,1,Excellent,Low,33,Active
ATTR0003958,EMP03958,Sales,5,Average,High,76,Active
ATTR0003959,EMP03959,HR,1,Excellent,High,85,Active
ATTR0003960,EMP03960,Finance,10,Good,Medium,54,Active
ATTR0003961,EMP03961,Marketing,3,Excellent,Low,27,Active
ATTR0003962,EMP03962,Operations,10,Poor,Medium,53,Active
ATTR0003963,EMP03963,IT,10,Average,Medium,62,Active
ATTR0003964,EMP03964,Finance,10,Good,Low,44,Active
ATTR0003965,EMP03965,Finance,0,Average,Medium,58,Active
ATTR0003966,EMP03966,Operations,8,Excellent,Medium,55,Active
ATTR0003967,EMP03967,Finance,0,Average,Low,36,Active
ATTR0003968,EMP03968,Finance,9,Good,Low,34,Resigned
ATTR0003969,EMP03969,Finance,0,Average,High,95,Active
ATTR0003970,EMP03970,Finance,9,Excellent,Low,41,Active
ATTR0003971,EMP03971,IT,2,Poor,Medium,69,Active
ATTR0003972,EMP03972,Operations,3,Poor,High,85,Active
ATTR0003973,EMP03973,Operations,2,Average,Low,34,Resigned
ATTR0003974,EMP03974,Finance,10,Good,High,76,Active
ATTR0003975,EMP03975,HR,11,Excellent,Medium,72,Active
ATTR0003976,EMP03976,IT,10,Excellent,Low,25,Active
ATTR0003977,EMP03977,Sales,6,Good,Medium,60,Active
ATTR0003978,EMP03978,IT,0,Good,Low,47,Active
ATTR0003979,EMP03979,Marketing,6,Average,Medium,59,Active
ATTR0003980,EMP03980,IT,9,Good,Low,29,Active
ATTR0003981,EMP03981,Operations,1,Excellent,Low,44,Active
ATTR0003982,EMP03982,Operations,11,Good,Medium,50,Active
ATTR0003983,EMP03983,Sales,5,Poor,High,78,Active
ATTR0003984,EMP03984,Operations,11,Excellent,Low,21,Active
ATTR0003985,EMP03985,IT,4,Poor,Medium,59,Active
ATTR0003986,EMP03986,Finance,1,Poor,Medium,52,Active
ATTR0003987,EMP03987,Finance,11,Poor,Low,38,Active
ATTR0003988,EMP03988,Finance,1,Good,Medium,50,Active
ATTR0003989,EMP03989,Finance,6,Good,Medium,56,Active
ATTR0003990,EMP03990,Sales,9,Average,High,83,Active
ATTR0003991,EMP03991,HR,5,Excellent,High,86,Active
ATTR0003992,EMP03992,Finance,2,Average,Low,25,Active
ATTR0003993,EMP03993,Marketing,9,Average,Medium,64,Active
ATTR0003994,EMP03994,Marketing,6,Excellent,High,90,Active
ATTR0003995,EMP03995,Sales,2,Excellent,Low,47,Active
ATTR0003996,EMP03996,Marketing,10,Good,Low,40,Active
ATTR0003997,EMP03997,Operations,4,Good,Medium,66,Active
ATTR0003998,EMP03998,Finance,7,Average,Low,39,Active
ATTR0003999,EMP03999,IT,10,Excellent,Medium,65,Active
ATTR0004000,EMP04000,HR,7,Good,Medium,57,Active
ATTR0004001,EMP04001,HR,8,Good,Low,44,Active
ATTR0004002,EMP04002,Operations,9,Average,High,91,Active
ATTR0004003,EMP04003,Finance,9,Excellent,Low,35,Active
ATTR0004004,EMP04004,HR,10,Poor,Low,32,Active
ATTR0004005,EMP04005,Finance,1,Good,High,78,Active
ATTR0004006,EMP04006,Marketing,10,Poor,Low,43,Active
ATTR0004007,EMP04007,Marketing,8,Poor,High,96,Active
ATTR0004008,EMP04008,Marketing,4,Good,Low,26,Active
ATTR0004009,EMP04009,Finance,10,Excellent,High,93,Active
ATTR0004010,EMP04010,IT,6,Good,Low,29,Active
ATTR0004011,EMP04011,Operations,4,Average,High,98,Active
ATTR0004012,EMP04012,Operations,1,Excellent,Low,43,Active
ATTR0004013,EMP04013,IT,4,Excellent,Medium,72,Active
ATTR0004014,EMP04014,Operations,0,Average,High,75,Resigned
ATTR0004015,EMP04015,IT,7,Excellent,Medium,68,Active
ATTR0004016,EMP04016,Sales,8,Poor,High,92,Active
ATTR0004017,EMP04017,Marketing,6,Excellent,Medium,60,Active
ATTR0004018,EMP04018,Sales,1,Average,High,96,Active
ATTR0004019,EMP04019,Operations,2,Excellent,Low,42,Active
ATTR0004020,EMP04020,Marketing,2,Average,High,77,Active
ATTR0004021,EMP04021,Finance,10,Excellent,High,94,Active
ATTR0004022,EMP04022,Marketing,9,Good,High,99,Active
ATTR0004023,EMP04023,Finance,8,Average,High,83,Active
ATTR0004024,EMP04024,HR,1,Excellent,Medium,52,Active
ATTR0004025,EMP04025,Operations,5,Poor,Medium,58,Active
ATTR0004026,EMP04026,IT,6,Excellent,Low,43,Resigned
ATTR0004027,EMP04027,Marketing,3,Average,Medium,69,Active
ATTR0004028,EMP04028,HR,1,Poor,High,77,Active
ATTR0004029,EMP04029,Sales,3,Average,High,79,Active
ATTR0004030,EMP04030,Sales,7,Average,High,92,Active
ATTR0004031,EMP04031,Operations,10,Poor,Low,35,Active
ATTR0004032,EMP04032,HR,4,Excellent,Medium,51,Active
ATTR0004033,EMP04033,Marketing,3,Poor,High,85,Active
ATTR0004034,EMP04034,Marketing,6,Good,Low,25,Active
ATTR0004035,EMP04035,Sales,7,Excellent,Medium,65,Active
ATTR0004036,EMP04036,HR,9,Excellent,Medium,64,Active
ATTR0004037,EMP04037,HR,6,Excellent,High,100,Resigned
ATTR0004038,EMP04038,IT,9,Excellent,Medium,54,Active
ATTR0004039,EMP04039,Operations,6,Good,Medium,68,Active
ATTR0004040,EMP04040,Finance,7,Excellent,High,93,Active
ATTR0004041,EMP04041,HR,10,Average,Low,47,Active
ATTR0004042,EMP04042,Sales,3,Average,Medium,56,Active
ATTR0004043,EMP04043,HR,1,Excellent,Low,42,Active
ATTR0004044,EMP04044,Finance,4,Excellent,Low,22,Active
ATTR0004045,EMP04045,HR,6,Average,High,86,Active
ATTR0004046,EMP04046,IT,10,Average,High,92,Active
ATTR0004047,EMP04047,HR,1,Excellent,Low,27,Active
ATTR0004048,EMP04048,HR,5,Poor,Low,35,Active
ATTR0004049,EMP04049,Finance,7,Excellent,High,77,Resigned
ATTR0004050,EMP04050,IT,3,Poor,Medium,58,Active
ATTR0004051,EMP04051,HR,1,Excellent,High,100,Active
ATTR0004052,EMP04052,Finance,5,Average,Low,22,Active
ATTR0004053,EMP04053,IT,1,Good,Low,40,Resigned
ATTR0004054,EMP04054,Marketing,8,Poor,Low,29,Active
ATTR0004055,EMP04055,Operations,1,Poor,Low,33,Active
ATTR0004056,EMP04056,Marketing,8,Good,High,77,Active
ATTR0004057,EMP04057,IT,4,Excellent,High,78,Resigned
ATTR0004058,EMP04058,IT,6,Excellent,Low,33,Active
ATTR0004059,EMP04059,Finance,3,Poor,High,85,Active
ATTR0004060,EMP04060,HR,11,Excellent,High,88,Active
ATTR0004061,EMP04061,Marketing,10,Poor,Low,35,Active
ATTR0004062,EMP04062,Marketing,2,Average,Medium,72,Active
ATTR0004063,EMP04063,Sales,6,Good,Medium,64,Active
ATTR0004064,EMP04064,Marketing,8,Poor,Medium,54,Resigned
ATTR0004065,EMP04065,Operations,10,Excellent,High,94,Active
ATTR0004066,EMP04066,Finance,2,Excellent,Low,26,Active
ATTR0004067,EMP04067,HR,7,Average,Low,42,Active
ATTR0004068,EMP04068,HR,10,Average,Low,29,Active
ATTR0004069,EMP04069,IT,8,Excellent,Low,24,Active
ATTR0004070,EMP04070,Operations,7,Excellent,Low,44,Resigned
ATTR0004071,EMP04071,Operations,10,Excellent,High,86,Active
ATTR0004072,EMP04072,Sales,2,Good,Medium,71,Active
ATTR0004073,EMP04073,HR,8,Good,High,87,Active
ATTR0004074,EMP04074,Operations,4,Poor,High,91,Active
ATTR0004075,EMP04075,HR,5,Excellent,High,77,Active
ATTR0004076,EMP04076,IT,0,Excellent,Low,36,Active
ATTR0004077,EMP04077,Marketing,8,Average,Medium,60,Active
ATTR0004078,EMP04078,Marketing,10,Good,Low,41,Active
ATTR0004079,EMP04079,IT,4,Poor,Low,20,Active
ATTR0004080,EMP04080,Marketing,6,Excellent,Low,43,Active
ATTR0004081,EMP04081,IT,8,Poor,Low,49,Active
ATTR0004082,EMP04082,Finance,10,Average,Low,27,Active
ATTR0004083,EMP04083,Operations,11,Poor,Low,35,Active
ATTR0004084,EMP04084,Marketing,4,Excellent,Low,36,Active
ATTR0004085,EMP04085,Operations,9,Excellent,Low,22,Active
ATTR0004086,EMP04086,Finance,1,Average,High,97,Active
ATTR0004087,EMP04087,IT,2,Good,Low,42,Active
ATTR0004088,EMP04088,HR,8,Good,High,79,Active
ATTR0004089,EMP04089,IT,6,Excellent,High,76,Active
ATTR0004090,EMP04090,Marketing,8,Poor,High,93,Active
ATTR0004091,EMP04091,Sales,9,Average,Low,21,Active
ATTR0004092,EMP04092,Marketing,4,Poor,Low,24,Active
ATTR0004093,EMP04093,Operations,8,Excellent,High,93,Active
ATTR0004094,EMP04094,HR,4,Excellent,Medium,68,Active
ATTR0004095,EMP04095,Marketing,10,Good,High,75,Active
ATTR0004096,EMP04096,Marketing,0,Average,Low,38,Active
ATTR0004097,EMP04097,Sales,6,Good,Low,43,Active
ATTR0004098,EMP04098,IT,2,Poor,High,90,Active
ATTR0004099,EMP04099,HR,0,Average,High,89,Active
ATTR0004100,EMP04100,IT,9,Good,Low,40,Active
ATTR0004101,EMP04101,Operations,2,Excellent,Low,24,Active
ATTR0004102,EMP04102,HR,1,Excellent,High,97,Active
ATTR0004103,EMP04103,IT,8,Poor,Low,33,Active
ATTR0004104,EMP04104,Operations,1,Poor,Low,20,Resigned
ATTR0004105,EMP04105,IT,7,Excellent,Medium,60,Active
ATTR0004106,EMP04106,Finance,3,Poor,Low,24,Active
ATTR0004107,EMP04107,Finance,7,Poor,Medium,58,Active
ATTR0004108,EMP04108,Operations,7,Average,Low,47,Active
ATTR0004109,EMP04109,Marketing,10,Average,Low,20,Active
ATTR0004110,EMP04110,HR,3,Excellent,Low,22,Active
ATTR0004111,EMP04111,HR,6,Poor,High,82,Active
ATTR0004112,EMP04112,Operations,5,Excellent,Medium,72,Resigned
ATTR0004113,EMP04113,IT,10,Average,Medium,57,Resigned
ATTR0004114,EMP04114,Sales,9,Poor,Medium,59,Active
ATTR0004115,EMP04115,Sales,8,Excellent,High,88,Active
ATTR0004116,EMP04116,Marketing,6,Average,Medium,73,Resigned
ATTR0004117,EMP04117,IT,7,Good,Low,22,Active
ATTR0004118,EMP04118,Operations,3,Excellent,High,83,Active
ATTR0004119,EMP04119,Operations,4,Poor,Low,34,Active
ATTR0004120,EMP04120,Sales,0,Good,Medium,64,Active
ATTR0004121,EMP04121,Marketing,10,Average,Medium,54,Active
ATTR0004122,EMP04122,IT,10,Good,Medium,50,Active
ATTR0004123,EMP04123,Finance,4,Good,Medium,67,Active
ATTR0004124,EMP04124,Sales,1,Poor,Medium,51,Resigned
ATTR0004125,EMP04125,Marketing,5,Good,Low,28,Active
ATTR0004126,EMP04126,HR,5,Excellent,Medium,59,Active
ATTR0004127,EMP04127,IT,1,Good,High,83,Active
ATTR0004128,EMP04128,IT,7,Good,Low,45,Active
ATTR0004129,EMP04129,HR,1,Good,High,93,Active
ATTR0004130,EMP04130,Marketing,2,Average,Medium,64,Active
ATTR0004131,EMP04131,Operations,6,Good,High,90,Active
ATTR0004132,EMP04132,HR,6,Good,High,84,Active
ATTR0004133,EMP04133,Marketing,2,Average,Medium,68,Active
ATTR0004134,EMP04134,Finance,9,Average,Low,22,Active
ATTR0004135,EMP04135,Operations,10,Excellent,Low,47,Active
ATTR0004136,EMP04136,Sales,10,Poor,High,98,Active
ATTR0004137,EMP04137,Operations,2,Poor,Low,21,Active
ATTR0004138,EMP04138,Operations,2,Poor,High,84,Active
